Type,Name,Contact Info,Street Address,Borough,Zip Code,Days of Operation,Hours of Operation,State,Latitude,Longitude,City,Country
Farmers Market,Heritage Farm Stand (Compost Demonstration Site),,1000 Richmond Terrace (compost demonstration site),Staten Island,10301,Friday,3:30PM - 6PM,,40.645075,-74.104753,,
Farmers Market,The Market at Preston,,2780 Schurz Ave. (Preston High School),Bronx,10465,Tuesday,4PM - 7PM,,40.814256,-73.819339,,
Farmers Market,Dag Hammarskjold Greenmarket,,47th St. & 2nd Ave.,Manhattan,10017,Wednesday,8AM - 3PM,,40.752122,-73.968154,,
Farmers Market,St. George Greenmarket,,St Marks Pl. & Hyatt St.,Staten Island,10301,Saturday,8AM - 2PM,,40.641586,-74.0779,,
Farmers Market,Columbia Greenmarket,,Broadway & 114th St.,Manhattan,10025,Thursdays & Sundays,8AM - 4PM,,40.807145,-73.964265,,
Farmers Market,Fort Greene Greenmarket,,Washington Park & Dekalb Ave.,Brooklyn,11201,Saturday,8AM - 3PM,,40.691457,-73.973421,,
Farmers Market,Bronx Borough Hall Greenmarket,,161st St. & Grand Concourse,Bronx,10452,Tuesday,8AM - 4PM,,40.827335,-73.922911,,
Farmers Market,Norwood Farmstand,,E. Gun Hill Rd. & Dekalb Ave. (SE corner),Bronx,10467,Thursday,8:30AM - 2PM,,40.88222,-73.880458,,
Farmers Market,79th Street Greenmarket,,79th St. & Columbus Ave.,Manhattan,10024,Sunday,9AM - 4PM,,40.782295,-73.975244,,
Farmers Market,Red Hook Farm Stand,,560 Columbia St.,Brooklyn,11231,Saturday,10AM - 2PM,,40.672524,-74.00871,,
Farmers Market,Seeds in the Middle - Crown Heights - Clara Barton HS Farm Stand,,901 Classon Ave.,Brooklyn,11225,Thursdays,12PM - 3PM (summer); 3PM - 6PM (fall),,40.669567,-73.961962,,
Farmers Market,Harvest Home Utica Avenue Farmers Market,,Eastern Parkway bet Utica & Rochester Aves,Brooklyn,11213,Wednesday,8AM - 3PM,,40.668754,-73.930136,,
Farmers Market,Lower East Side Farmstand,,Grand St. bet Pitt and Willett Sts. (outside of Abrons Arts Center),Manhattan,10002,Thursday,8:30AM - 3PM,,40.71521,-73.984258,,
Farmers Market,Riverdale Y Sunday Farmers Market,,4545 Independence Ave.,Bronx,10471,Sunday,9AM - 2PM,,40.891762,-73.912208,,
Farmers Market,Flatbush Junction Farmstand,,Nostrand & Flatbush Aves,Brooklyn,11210,Saturday,9AM - 2PM,,40.632886,-73.947698,,
Farmers Market,Black Radish Farmers Market,,12020 Flatlands Ave.,Brooklyn,11233,Saturday,10AM - 4PM,,40.651146,-73.888606,,
Farmers Market,Harvest Home Co-op City Farm Stand,,Asch Loop & Aldrich Ave.,Bronx,10475,Wednesday,8AM - 3PM,,40.8702,-73.830963,,
Farmers Market,Grand Army Plaza Greenmarket,,Grand Army Plaza,Brooklyn,11215,Saturday,8AM - 3PM,,40.672525,-73.969799,,
Farmers Market,Kingsbridge-Riverdale Farmers' Market,,260 W. 231st St.,Bronx,10463,Tuesday,9AM - 5PM,,40.880038,-73.907005,,
Farmers Market,NYP Youth Market - Queens,,73-15 Northern Blvd.,Queens,11372,Friday,9AM - 3PM,,40.754714,-73.893504,,
Farmers Market,Queens County Farm Museum Farm Stand,,73-50 Little Neck Parkway,Queens,11004,Wednesday - Sunday,11AM - 3PM,,40.748163,-73.719431,,
Farmers Market,Heritage Farm Stand (Gazebo Road),,1000 Richmond Terrace (Gazebo Road),Staten Island,10301,Saturday,10AM - 3:30PM,,40.645075,-74.104753,,
Farmers Market,Morningside Park's Down to Earth Farmers Market,,W. 110th St. & Manhattan Ave.,Manhattan,10026,Saturday,9AM - 2PM,,40.801155,-73.959647,,
